"file","page","category","keyword","snippet"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","Product/Project-Specific","development","SPRINGWORKS THERAPEUTICS, INC. RESEARCH AND DEVELOPMENT COMMITTEE CHARTER A. PURPOSE AND SCOPE The purpose of the Research and Development Committee (the “Committee”) of the Board of Directors (the “Board”) of SpringWorks Therapeutics, Inc., a Delaware co"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","Product/Project-Specific","development","SPRINGWORKS THERAPEUTICS, INC. RESEARCH AND DEVELOPMENT COMMITTEE CHARTER A. PURPOSE AND SCOPE The purpose of the Research and Development Committee (the “Committee”) of the Board of Directors (the “Board”) of SpringWorks Therapeutics, Inc., a Delaware corporation (the “Company”) is (a) to assist the Company in evaluating research and d"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","Product/Project-Specific","development","t Committee (the “Committee”) of the Board of Directors (the “Board”) of SpringWorks Therapeutics, Inc., a Delaware corporation (the “Company”) is (a) to assist the Company in evaluating research and development issues and decisions and (b) to provide to the Board a detailed perspective on research and development efforts. The Committee has the authority to undertake the specific responsibilities and duties"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","Product/Project-Specific","development","a Delaware corporation (the “Company”) is (a) to assist the Company in evaluating research and development issues and decisions and (b) to provide to the Board a detailed perspective on research and development efforts. The Committee has the authority to undertake the specific responsibilities and duties listed below and will have the authority to undertake such other specific duties as the Board from time"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","Product/Project-Specific","development","ETINGS 1. Number. The Committee shall be comprised of a minimum of two (2) members of the Board. At least one member of the Committee shall, in the judgment of the Board, have scientific research and development expertise in human therapeutics and the biopharmaceutical industry. Committee members need not be independent directors; provided, however, that the Committee must be composed of at least the same or"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","R&D Strategy","research and development","SPRINGWORKS THERAPEUTICS, INC. RESEARCH AND DEVELOPMENT COMMITTEE CHARTER A. PURPOSE AND SCOPE The purpose of the Research and Development Committee (the “Committee”) of the Board of Directors (the “Board”) of SpringWorks Therapeutics, Inc., a Delaware co"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","R&D Strategy","research and development","SPRINGWORKS THERAPEUTICS, INC. RESEARCH AND DEVELOPMENT COMMITTEE CHARTER A. PURPOSE AND SCOPE The purpose of the Research and Development Committee (the “Committee”) of the Board of Directors (the “Board”) of SpringWorks Therapeutics, Inc., a Delaware corporation (the “Company”) is (a) to assist the Company in evaluating research and d"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","R&D Strategy","research and development","nd Development Committee (the “Committee”) of the Board of Directors (the “Board”) of SpringWorks Therapeutics, Inc., a Delaware corporation (the “Company”) is (a) to assist the Company in evaluating research and development issues and decisions and (b) to provide to the Board a detailed perspective on research and development efforts. The Committee has the authority to undertake the specific responsibilities and duties"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","R&D Strategy","research and development","eutics, Inc., a Delaware corporation (the “Company”) is (a) to assist the Company in evaluating research and development issues and decisions and (b) to provide to the Board a detailed perspective on research and development efforts. The Committee has the authority to undertake the specific responsibilities and duties listed below and will have the authority to undertake such other specific duties as the Board from time"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","R&D Strategy","research and development","SITION AND MEETINGS 1. Number. The Committee shall be comprised of a minimum of two (2) members of the Board. At least one member of the Committee shall, in the judgment of the Board, have scientific research and development expertise in human therapeutics and the biopharmaceutical industry. Committee members need not be independent directors; provided, however, that the Committee must be composed of at least the same or"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","Collaboration","assist","OPE The purpose of the Research and Development Committee (the “Committee”) of the Board of Directors (the “Board”) of SpringWorks Therapeutics, Inc., a Delaware corporation (the “Company”) is (a) to assist the Company in evaluating research and development issues and decisions and (b) to provide to the Board a detailed perspective on research and development efforts. The Committee has the authority to"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","Collaboration","expertise","mber. The Committee shall be comprised of a minimum of two (2) members of the Board. At least one member of the Committee shall, in the judgment of the Board, have scientific research and development expertise in human therapeutics and the biopharmaceutical industry. Committee members need not be independent directors; provided, however, that the Committee must be composed of at least the same or more inde"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","1","Collaboration","recommend","authority to undertake such other specific duties as the Board from time to time prescribes. For clarity, absent express delegation by the Board, the Committee will have the general authority to make recommendations to the Board on the matters described herein, but will not have the authority to act on behalf of the Board. B. COMPOSITION AND MEETINGS 1. Number. The Committee shall be comprised of a minimum"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Product/Project-Specific","development","elect project strategies and plans as requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensi"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Product/Project-Specific","development","-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommendations regarding key discovery and develo"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Product/Project-Specific","development","opment programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommendations regarding key discovery and development strategies, as requested by the Board from time to time, to align with business needs of the Company. • Provide assistance to the Compensation Committee of the Board and the Board, as requested from"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","consult","it deems appropriate from time to time under the circumstances to the extent permitted by applicable law. 5. Company Participation. The Committee may from time to time request any officer, employee, consultant or advisor of the Company to meet with the Committee or any consultant or advisors engaged by the Committee. D. RESPONSIBILITIES AND DUTIES To fulfill its responsibilities and duties, the Committe"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","consult","extent permitted by applicable law. 5. Company Participation. The Committee may from time to time request any officer, employee, consultant or advisor of the Company to meet with the Committee or any consultant or advisors engaged by the Committee. D. RESPONSIBILITIES AND DUTIES To fulfill its responsibilities and duties, the Committee shall have the power to: • At least annually, provide feedback and an"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","consult","ority as may be determined from time to time by the Board. In connection with performing its responsibilities and duties, the Committee is authorized to engage, at the expense of the Company, outside consultants to assist the Committee as necessary or appropriate. Adopted October 16, 2020."
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","collaboration","s. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommendations regarding key discovery and development strategies, as requested by the Board from time to time, to align with"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Partnerships/External Collaboration","licensing","lopment goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommendations regarding key discovery and development strategies, as requested by the Board f"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","R&D Strategy","pipeline","y, provide feedback and analysis to Company management and personnel regarding, and assist the Board regarding its oversight of, pre-clinical and clinical decision-making through a series of periodic pipeline reviews and in-depth assessments of select project strategies and plans as requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Control","assessment","is to Company management and personnel regarding, and assist the Board regarding its oversight of, pre-clinical and clinical decision-making through a series of periodic pipeline reviews and in-depth assessments of select project strategies and plans as requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic researc"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Legal/Compliance/Risk","review","e feedback and analysis to Company management and personnel regarding, and assist the Board regarding its oversight of, pre-clinical and clinical decision-making through a series of periodic pipeline reviews and in-depth assessments of select project strategies and plans as requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and lo"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Legal/Compliance/Risk","review","its oversight of, pre-clinical and clinical decision-making through a series of periodic pipeline reviews and in-depth assessments of select project strategies and plans as requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Bo"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Legal/Compliance/Risk","review","s requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaborati"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Legal/Compliance/Risk","review","tegic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommendations regarding key discovery and development strategies, a"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Legal/Compliance/Risk","review","ssing the capabilities of and evaluating the performance of the Company’s key scientific and technical personnel, and the depth and breadth of the Company’s scientific resources. • At least annually, review and reassess the adequacy of this Charter and recommend to the Board any amendments or modifications to the Charter that the Committee deems appropriate. The Committee shall have such other responsib"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","R&D Strategy","research and development","essments of select project strategies and plans as requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensi"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","R&D Strategy","research and development","ing its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommendations regarding key discovery and develo"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","advise","e-clinical and clinical decision-making through a series of periodic pipeline reviews and in-depth assessments of select project strategies and plans as requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the qua"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","advise","ard. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as r"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Control","evaluate","rsight of, pre-clinical and clinical decision-making through a series of periodic pipeline reviews and in-depth assessments of select project strategies and plans as requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regard"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Control","evaluate","ted by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportu"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Control","evaluate","rch and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommendations regarding key discovery and development strategies, as requested b"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","assist","IES AND DUTIES To fulfill its responsibilities and duties, the Committee shall have the power to: • At least annually, provide feedback and analysis to Company management and personnel regarding, and assist the Board regarding its oversight of, pre-clinical and clinical decision-making through a series of periodic pipeline reviews and in-depth assessments of select project strategies and plans as reques"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","assist","agement or the Board. • Provide recommendations regarding key discovery and development strategies, as requested by the Board from time to time, to align with business needs of the Company. • Provide assistance to the Compensation Committee of the Board and the Board, as requested from time to time, in assessing the capabilities of and evaluating the performance of the Company’s key scientific and techn"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","assist","determined from time to time by the Board. In connection with performing its responsibilities and duties, the Committee is authorized to engage, at the expense of the Company, outside consultants to assist the Committee as necessary or appropriate. Adopted October 16, 2020."
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","R&D Strategy","competitiveness","the Company’s progress in achieving its short-term and long-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommen"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Control","oversight","esponsibilities and duties, the Committee shall have the power to: • At least annually, provide feedback and analysis to Company management and personnel regarding, and assist the Board regarding its oversight of, pre-clinical and clinical decision-making through a series of periodic pipeline reviews and in-depth assessments of select project strategies and plans as requested by the Board. • Review, evalua"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","recommend","tiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommendations regarding key discovery and development strategies, as requested by the Board from time to time, to align with business needs of the Company. • Provide assistance to the Compensation Committee"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Collaboration","recommend","nce of the Company’s key scientific and technical personnel, and the depth and breadth of the Company’s scientific resources. • At least annually, review and reassess the adequacy of this Charter and recommend to the Board any amendments or modifications to the Charter that the Committee deems appropriate. The Committee shall have such other responsibilities and authority as may be determined from time to"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Product/Project-Specific","project","nt and personnel regarding, and assist the Board regarding its oversight of, pre-clinical and clinical decision-making through a series of periodic pipeline reviews and in-depth assessments of select project strategies and plans as requested by the Board. • Review, evaluate and advise the Board regarding the Company’s progress in achieving its short-term and long-term strategic research and development g"
"Springworks Therapeuptics-Research and Development Committee Charter.pdf","2","Product/Project-Specific","program","ng-term strategic research and development goals and objectives. • Review, evaluate and advise the Board regarding the quality, direction and competitiveness of the Company’s research and development programs. • Review and evaluate in-licensing, acquisition and collaboration opportunities as requested by Company management or the Board. • Provide recommendations regarding key discovery and development st"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Product/Project-Specific","development","pose The purpose of the Science and Technology Committee of the Board of Directors (the “Board”) of Sutro Biopharma, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research, development and platform activities and to advise the Board with respect to strategic and tactical scientific issues. B. Structure and Membership 1. Number. The Science and Technology Committee shall consist of"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Product/Project-Specific","development","Matters. The Science and Technology Committee shall function as a knowledgeable and objective group to consider and report periodically to the Board on matters relating to the Company’s research and development initiatives. The Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and develop"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Product/Project-Specific","development","eport periodically to the Board on matters relating to the Company’s research and development initiatives. The Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Chemistry, Manufacturing and Controls in respect of it"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Product/Project-Specific","development","lopment initiatives. The Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Chemistry, Manufacturing and Controls in respect of its development programs and platform reagents;"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Product/Project-Specific","development","nd platform strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Chemistry, Manufacturing and Controls in respect of its development programs and platform reagents;"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Legal/Compliance/Risk","review","ledgeable and objective group to consider and report periodically to the Board on matters relating to the Company’s research and development initiatives. The Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Ch"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Legal/Compliance/Risk","review","to the Company’s research and development initiatives. The Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Chemistry, Manufacturing and Controls in respect of its development programs and platform reagents;"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Legal/Compliance/Risk","review","Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Chemistry, Manufacturing and Controls in respect of its development programs and platform reagents;"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","R&D Strategy","research and development","nd Technology Matters. The Science and Technology Committee shall function as a knowledgeable and objective group to consider and report periodically to the Board on matters relating to the Company’s research and development initiatives. The Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and develop"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","R&D Strategy","research and development","onsider and report periodically to the Board on matters relating to the Company’s research and development initiatives. The Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Chemistry, Manufacturing and Controls in respect of it"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","R&D Strategy","research and development","arch and development initiatives. The Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Chemistry, Manufacturing and Controls in respect of its development programs and platform reagents;"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Product/Project-Specific","initiative","e Science and Technology Committee shall function as a knowledgeable and objective group to consider and report periodically to the Board on matters relating to the Company’s research and development initiatives. The Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and development and pl"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Collaboration","advise","ogy Committee of the Board of Directors (the “Board”) of Sutro Biopharma, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research, development and platform activities and to advise the Board with respect to strategic and tactical scientific issues. B. Structure and Membership 1. Number. The Science and Technology Committee shall consist of such number of directors as the Board"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Collaboration","assist","September 14, 2018 As Amended on August 15, 2025 A. Purpose The purpose of the Science and Technology Committee of the Board of Directors (the “Board”) of Sutro Biopharma, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research, development and platform activities and to advise the Board with respect to strategic and tactical scientific issues. B. Structure and Membership 1. N"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Control","oversight","As Amended on August 15, 2025 A. Purpose The purpose of the Science and Technology Committee of the Board of Directors (the “Board”) of Sutro Biopharma, Inc. (the “Company”) is to assist the Board’s oversight of the Company’s research, development and platform activities and to advise the Board with respect to strategic and tactical scientific issues. B. Structure and Membership 1. Number. The Science and"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Collaboration","recommend","on of Science and Technology Committee members shall be as determined by the Board. 4. Selection and Removal. Members of the Science and Technology Committee shall be appointed by the Board, upon the recommendation of the Nominating and Corporate Governance Committee. The Board may remove members of the Science and Technology Committee from such Committee, with or without cause. C. Authority and Responsibi"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Control","governance","shall be as determined by the Board. 4. Selection and Removal. Members of the Science and Technology Committee shall be appointed by the Board, upon the recommendation of the Nominating and Corporate Governance Committee. The Board may remove members of the Science and Technology Committee from such Committee, with or without cause. C. Authority and Responsibilities 1. General. The Science and Technology Co"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Product/Project-Specific","program","Science and Technology Committee shall: • review the overall scientific and research and development and platform strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Chemistry, Manufacturing and Controls in respect of its development programs and platform reagents;"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","1","Product/Project-Specific","program","strategy of the Company; • review the Company’s research and development and platform programs; • review the Company’s strategy for Chemistry, Manufacturing and Controls in respect of its development programs and platform reagents;"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","2","Product/Project-Specific","development","• review external scientific research, discoveries and commercial developments, as appropriate; and • review the Company’s overall intellectual property strategies. 3. Additional Duties. The Science and Technology Committee shall have such other duties as may be delegated from"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","2","Collaboration","propose","ll report regularly to the Board. 4. Charter. The Science and Technology Committee shall, from time to time as it deems appropriate, review and reassess the adequacy of this Charter and recommend any proposed changes to the Board for approval. 5. Company Participation. The Science and Technology Committee may from time to time request any officer, employee or advisor of the Company to meet with the Commi"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","2","Legal/Compliance/Risk","intellectual property","• review external scientific research, discoveries and commercial developments, as appropriate; and • review the Company’s overall intellectual property strategies. 3. Additional Duties. The Science and Technology Committee shall have such other duties as may be delegated from time to time by the Board. D. Procedures and Administration 1. Meetings. T"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","2","Legal/Compliance/Risk","review","• review external scientific research, discoveries and commercial developments, as appropriate; and • review the Company’s overall intellectual property strategies. 3. Additional Duties. The Science and Techn"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","2","Legal/Compliance/Risk","review","• review external scientific research, discoveries and commercial developments, as appropriate; and • review the Company’s overall intellectual property strategies. 3. Additional Duties. The Science and Technology Committee shall have such other duties as may be delegated from time to time by the Board. D."
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","2","Legal/Compliance/Risk","review","nces. 3. Reports to Board. The Science and Technology Committee shall report regularly to the Board. 4. Charter. The Science and Technology Committee shall, from time to time as it deems appropriate, review and reassess the adequacy of this Charter and recommend any proposed changes to the Board for approval. 5. Company Participation. The Science and Technology Committee may from time to time request an"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","2","Control","evaluate","y officer, employee or advisor of the Company to meet with the Committee or any advisors engaged by the Committee. 6. Periodic Self-Evaluation. The Science and Technology Committee shall periodically evaluate its own performance and will be evaluated in the same manner as other Committees. * * *"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","2","Control","evaluate","pany to meet with the Committee or any advisors engaged by the Committee. 6. Periodic Self-Evaluation. The Science and Technology Committee shall periodically evaluate its own performance and will be evaluated in the same manner as other Committees. * * *"
"Sutro Biopharma, Inc - Science & Technology Committe Charter.pdf","2","Collaboration","recommend","Committee shall report regularly to the Board. 4. Charter. The Science and Technology Committee shall, from time to time as it deems appropriate, review and reassess the adequacy of this Charter and recommend any proposed changes to the Board for approval. 5. Company Participation. The Science and Technology Committee may from time to time request any officer, employee or advisor of the Company to meet wi"
"Syndax - S&T Committee Charter.pdf","1","Product/Project-Specific","development","echnology committee (the “Committee”) of the Board of Directors (the “Board”) of Syndax Pharmaceuticals, Inc. (the “Company”) is to assist and advise the Board with respect to scientific research and development matters. II. Membership The Committee shall consist of two or more directors of the Board, with the exact number determined by the Board. The members of the Committee, including the chairperson (the"
"Syndax - S&T Committee Charter.pdf","1","Collaboration","guide","ties and Responsibilities The principal duties and responsibilities of the Committee in serving the purposes outlined in Section I of this Charter are set forth below. These duties are set forth as a guide, with the understanding that the Committee will carry them out in a manner that is appropriate given the Company’s needs and circumstances. The Committee may supplement them as appropriate and may es"
"Syndax - S&T Committee Charter.pdf","1","R&D Strategy","research and development","science and technology committee (the “Committee”) of the Board of Directors (the “Board”) of Syndax Pharmaceuticals, Inc. (the “Company”) is to assist and advise the Board with respect to scientific research and development matters. II. Membership The Committee shall consist of two or more directors of the Board, with the exact number determined by the Board. The members of the Committee, including the chairperson (the"
"Syndax - S&T Committee Charter.pdf","1","Collaboration","communication","procedure, which shall be consistent with the Bylaws and this Charter. 7. The Committee is governed by the same rules regarding meetings (including meetings in person or by telephone or other similar communications equipment), action without meetings, notice, waiver of notice, and quorum and voting requirements as are applicable to the Board. IV. Duties and Responsibilities The principal duties and responsibil"
"Syndax - S&T Committee Charter.pdf","1","Collaboration","advise","ITTEE CHARTER I. Purpose The purpose of the science and technology committee (the “Committee”) of the Board of Directors (the “Board”) of Syndax Pharmaceuticals, Inc. (the “Company”) is to assist and advise the Board with respect to scientific research and development matters. II. Membership The Committee shall consist of two or more directors of the Board, with the exact number determined by the Board."
"Syndax - S&T Committee Charter.pdf","1","Collaboration","assist","NOLOGY COMMITTEE CHARTER I. Purpose The purpose of the science and technology committee (the “Committee”) of the Board of Directors (the “Board”) of Syndax Pharmaceuticals, Inc. (the “Company”) is to assist and advise the Board with respect to scientific research and development matters. II. Membership The Committee shall consist of two or more directors of the Board, with the exact number determined by"
"Syndax - S&T Committee Charter.pdf","1","Collaboration","recommend","directors of the Board, with the exact number determined by the Board. The members of the Committee, including the chairperson (the “Chair”) of the Committee, shall be appointed by the Board upon the recommendation of the Nominating and Corporate Governance Committee. If the Board does not appoint a Chair, the Committee members may designate a Chair by majority vote. Committee members shall serve for such"
"Syndax - S&T Committee Charter.pdf","1","Legal/Compliance/Risk","laws","nsel are sought by the Committee, attend any meeting to provide such information as the Committee requests. 6. The Committee shall fix its own rules of procedure, which shall be consistent with the Bylaws and this Charter. 7. The Committee is governed by the same rules regarding meetings (including meetings in person or by telephone or other similar communications equipment), action without meetings,"
"Syndax - S&T Committee Charter.pdf","1","Control","governance","etermined by the Board. The members of the Committee, including the chairperson (the “Chair”) of the Committee, shall be appointed by the Board upon the recommendation of the Nominating and Corporate Governance Committee. If the Board does not appoint a Chair, the Committee members may designate a Chair by majority vote. Committee members shall serve for such term or terms as the Board may determine or unti"
"Syndax - S&T Committee Charter.pdf","1","Collaboration","counsel","ne or more members of the Committee as it deems appropriate from time to time. 5. The Committee may request that any directors, officers or employees of the Company, or other persons whose advice and counsel are sought by the Committee, attend any meeting to provide such information as the Committee requests. 6. The Committee shall fix its own rules of procedure, which shall be consistent with the Bylaws"
"Syndax - S&T Committee Charter.pdf","2","Product/Project-Specific","development","The Committee will: 1. Provide recommendations to the Board and management on research and development portfolio structure and optimization; 2. Provide recommendations to the Board and management on path to clinic and path to market strategies for the Company’s programs; 3. Provide recommendations to"
"Syndax - S&T Committee Charter.pdf","2","Product/Project-Specific","development","endations to the Board and management on path to clinic and path to market strategies for the Company’s programs; 3. Provide recommendations to the Board and management on potential buy-side business development opportunities from a scientific, medical and regulatory perspective; 4. Assist management in screening and technically evaluating buy-side business development opportunities from a scientific, medica"
"Syndax - S&T Committee Charter.pdf","2","Product/Project-Specific","development","nagement on potential buy-side business development opportunities from a scientific, medical and regulatory perspective; 4. Assist management in screening and technically evaluating buy-side business development opportunities from a scientific, medical and regulatory perspective; 5. Support management in strategizing, messaging and networking with respect to sell-side business development opportunities from"
"Syndax - S&T Committee Charter.pdf","2","Product/Project-Specific","development","g buy-side business development opportunities from a scientific, medical and regulatory perspective; 5. Support management in strategizing, messaging and networking with respect to sell-side business development opportunities from a scientific and technical perspective; 6. Perform such other functions as may be deemed necessary or convenient in efficiently carrying out the foregoing; and 7. Any other such fu"
"Syndax - S&T Committee Charter.pdf","2","Partnerships/External Collaboration","network","agement in screening and technically evaluating buy-side business development opportunities from a scientific, medical and regulatory perspective; 5. Support management in strategizing, messaging and networking with respect to sell-side business development opportunities from a scientific and technical perspective; 6. Perform such other functions as may be deemed necessary or convenient in efficiently ca"
